Overriding config with config/gpt3-small-like-withdrop32b128b.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = True # override via command line if you like
wandb_project = 'data309gptnew'
wandb_run_name = 'Gpt3likewithdrop32batch128block'

dataset = 'lyrics'
gradient_accumulation_steps = 1
batch_size = 32 # TO BE PROPERLY DETERMINED
block_size = 128 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 12
n_head = 12
n_embd = 768
dropout = 0.1

learning_rate = 6.0e-4 # with baby networks can afford to go a bit higher
max_iters = 4000
lr_decay_iters = 4000# make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
device = 'cuda' 
# compile = False # do not torch compile the model

Overriding: device = cuda
Overriding: compile = True
tokens per iteration will be: 4,096
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.59M
num decayed parameter tensors: 50, with 123,666,432 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
iter 3239: loss 3.6936, time 170.03ms, mfu 5.84%
iter 3240: loss 3.6096, time 169.74ms, mfu 5.84%
iter 3241: loss 3.4396, time 164.98ms, mfu 5.86%
iter 3242: loss 3.7540, time 174.84ms, mfu 5.84%
iter 3243: loss 3.5759, time 169.55ms, mfu 5.84%
iter 3244: loss 3.4315, time 169.89ms, mfu 5.84%
iter 3245: loss 3.4706, time 170.42ms, mfu 5.84%
iter 3246: loss 3.4407, time 167.99ms, mfu 5.85%
iter 3247: loss 3.6754, time 169.66ms, mfu 5.85%
iter 3248: loss 3.7883, time 169.64ms, mfu 5.85%
iter 3249: loss 3.8049, time 168.65ms, mfu 5.85%
step 3250: train loss 3.5146, val loss 3.3805
iter 3250: loss 3.2602, time 1106.61ms, mfu 5.35%
iter 3251: loss 3.5156, time 173.08ms, mfu 5.39%
iter 3252: loss 3.7155, time 168.34ms, mfu 5.44%
iter 3253: loss 3.1888, time 170.30ms, mfu 5.48%
iter 3254: loss 3.7529, time 170.88ms, mfu 5.51%
iter 3255: loss 3.3915, time 170.71ms, mfu 5.54%
iter 3256: loss 3.6517, time 170.97ms, mfu 5.57%
iter 3257: loss 3.4300, time 165.12ms, mfu 5.61%
iter 3258: loss 3.6617, time 172.76ms, mfu 5.63%
iter 3259: loss 3.6476, time 169.27ms, mfu 5.65%
iter 3260: loss 3.3970, time 171.88ms, mfu 5.66%
iter 3261: loss 3.4799, time 169.84ms, mfu 5.68%
iter 3262: loss 3.4256, time 171.20ms, mfu 5.69%
iter 3263: loss 3.4580, time 163.46ms, mfu 5.73%
iter 3264: loss 3.5080, time 176.80ms, mfu 5.72%
iter 3265: loss 3.5436, time 165.86ms, mfu 5.74%
iter 3266: loss 3.7360, time 172.98ms, mfu 5.74%
iter 3267: loss 3.4313, time 167.66ms, mfu 5.76%
iter 3268: loss 3.5919, time 172.63ms, mfu 5.76%
iter 3269: loss 3.8461, time 170.05ms, mfu 5.77%
iter 3270: loss 3.4606, time 161.65ms, mfu 5.80%
iter 3271: loss 3.5382, time 177.16ms, mfu 5.78%
iter 3272: loss 3.6111, time 169.73ms, mfu 5.79%
iter 3273: loss 3.7280, time 170.54ms, mfu 5.79%
iter 3274: loss 3.2528, time 169.71ms, mfu 5.80%
iter 3275: loss 3.7989, time 168.75ms, mfu 5.81%
iter 3276: loss 3.6857, time 166.45ms, mfu 5.82%
iter 3277: loss 3.6537, time 176.32ms, mfu 5.80%
iter 3278: loss 3.3803, time 169.90ms, mfu 5.81%
iter 3279: loss 3.6517, time 168.81ms, mfu 5.81%
iter 3280: loss 3.5305, time 170.26ms, mfu 5.81%
iter 3281: loss 3.7372, time 169.49ms, mfu 5.82%
iter 3282: loss 3.4825, time 173.44ms, mfu 5.81%
iter 3283: loss 3.3859, time 165.47ms, mfu 5.83%
iter 3284: loss 3.4245, time 176.70ms, mfu 5.81%
iter 3285: loss 3.5129, time 163.32ms, mfu 5.83%
iter 3286: loss 3.4817, time 171.44ms, mfu 5.83%
iter 3287: loss 3.5113, time 168.39ms, mfu 5.83%
iter 3288: loss 3.3097, time 168.73ms, mfu 5.84%
iter 3289: loss 3.8014, time 174.83ms, mfu 5.82%
iter 3290: loss 3.4424, time 168.95ms, mfu 5.83%
iter 3291: loss 3.7153, time 168.29ms, mfu 5.83%
iter 3292: loss 3.3600, time 169.84ms, mfu 5.83%
iter 3293: loss 3.6277, time 171.13ms, mfu 5.83%
iter 3294: loss 3.6998, time 170.43ms, mfu 5.83%
iter 3295: loss 3.3118, time 169.90ms, mfu 5.83%
iter 3296: loss 3.3926, time 167.48ms, mfu 5.84%
iter 3297: loss 3.7785, time 169.79ms, mfu 5.84%
iter 3298: loss 3.7533, time 169.44ms, mfu 5.84%
iter 3299: loss 3.6977, time 170.17ms, mfu 5.84%
iter 3300: loss 3.3525, time 171.62ms, mfu 5.83%
iter 3301: loss 3.6423, time 166.76ms, mfu 5.85%
iter 3302: loss 3.3863, time 174.94ms, mfu 5.83%
iter 3303: loss 3.8676, time 168.47ms, mfu 5.83%
iter 3304: loss 3.7753, time 169.62ms, mfu 5.84%
iter 3305: loss 3.7054, time 169.97ms, mfu 5.84%
iter 3306: loss 3.5139, time 170.95ms, mfu 5.83%
iter 3307: loss 3.4832, time 170.39ms, mfu 5.83%
iter 3308: loss 3.2968, time 174.10ms, mfu 5.82%
iter 3309: loss 3.3110, time 167.41ms, mfu 5.83%
iter 3310: loss 3.6289, time 168.96ms, mfu 5.83%
iter 3311: loss 3.4769, time 168.16ms, mfu 5.84%
iter 3312: loss 3.4736, time 171.62ms, mfu 5.83%
iter 3313: loss 3.6695, time 166.69ms, mfu 5.85%
iter 3314: loss 3.6341, time 175.28ms, mfu 5.83%
iter 3315: loss 3.6341, time 168.70ms, mfu 5.83%
iter 3316: loss 3.7487, time 170.98ms, mfu 5.83%
iter 3317: loss 3.5746, time 169.59ms, mfu 5.83%
iter 3318: loss 3.8787, time 170.58ms, mfu 5.83%
iter 3319: loss 3.6723, time 171.01ms, mfu 5.83%
iter 3320: loss 3.5884, time 170.91ms, mfu 5.82%
iter 3321: loss 3.7481, time 169.49ms, mfu 5.83%
iter 3322: loss 3.4172, time 163.50ms, mfu 5.85%
iter 3323: loss 3.4699, time 172.11ms, mfu 5.84%
iter 3324: loss 3.4874, time 171.93ms, mfu 5.84%
iter 3325: loss 3.5515, time 170.93ms, mfu 5.83%
iter 3326: loss 3.8631, time 172.09ms, mfu 5.83%
iter 3327: loss 3.5385, time 172.46ms, mfu 5.82%
iter 3328: loss 3.7483, time 170.01ms, mfu 5.82%
iter 3329: loss 3.7005, time 163.97ms, mfu 5.84%
iter 3330: loss 3.6242, time 174.59ms, mfu 5.83%
iter 3331: loss 3.5487, time 170.01ms, mfu 5.83%
iter 3332: loss 3.2851, time 169.92ms, mfu 5.83%
iter 3333: loss 3.4651, time 171.06ms, mfu 5.83%
iter 3334: loss 3.5711, time 169.27ms, mfu 5.83%
iter 3335: loss 3.6262, time 163.66ms, mfu 5.85%
iter 3336: loss 3.7497, time 176.67ms, mfu 5.83%
iter 3337: loss 3.5638, time 169.61ms, mfu 5.83%
iter 3338: loss 3.3708, time 170.56ms, mfu 5.83%
iter 3339: loss 3.2934, time 170.66ms, mfu 5.83%
iter 3340: loss 3.3793, time 168.68ms, mfu 5.83%
iter 3341: loss 3.4730, time 169.00ms, mfu 5.84%
iter 3342: loss 3.4136, time 175.25ms, mfu 5.82%
iter 3343: loss 3.2491, time 168.15ms, mfu 5.83%
iter 3344: loss 3.5180, time 169.52ms, mfu 5.83%
iter 3345: loss 3.5083, time 170.20ms, mfu 5.83%
iter 3346: loss 3.8241, time 171.30ms, mfu 5.83%
iter 3347: loss 3.6827, time 169.62ms, mfu 5.83%
iter 3348: loss 3.6478, time 171.20ms, mfu 5.82%
iter 3349: loss 3.5929, time 171.01ms, mfu 5.82%
iter 3350: loss 3.9146, time 170.20ms, mfu 5.82%
iter 3351: loss 3.6464, time 169.93ms, mfu 5.82%
iter 3352: loss 3.5057, time 169.26ms, mfu 5.83%
iter 3353: loss 3.6930, time 169.43ms, mfu 5.83%
iter 3354: loss 3.5943, time 170.80ms, mfu 5.83%
iter 3355: loss 3.3392, time 169.69ms, mfu 5.83%
iter 3356: loss 3.6872, time 172.60ms, mfu 5.82%
iter 3357: loss 3.5036, time 169.05ms, mfu 5.83%
iter 3358: loss 3.4565, time 169.06ms, mfu 5.83%
iter 3359: loss 3.1040, time 168.92ms, mfu 5.84%
iter 3360: loss 3.4947, time 170.81ms, mfu 5.83%
iter 3361: loss 3.8446, time 170.90ms, mfu 5.83%
iter 3362: loss 3.4378, time 171.90ms, mfu 5.82%
iter 3363: loss 3.6513, time 170.08ms, mfu 5.82%
iter 3364: loss 3.6775, time 169.31ms, mfu 5.83%
iter 3365: loss 3.6253, time 170.07ms, mfu 5.83%
iter 3366: loss 3.7417, time 170.30ms, mfu 5.83%
iter 3367: loss 3.7562, time 169.46ms, mfu 5.83%
iter 3368: loss 3.6156, time 171.49ms, mfu 5.83%
iter 3369: loss 3.5177, time 170.30ms, mfu 5.83%
iter 3370: loss 3.8051, time 164.17ms, mfu 5.85%
iter 3371: loss 3.7553, time 174.74ms, mfu 5.83%
iter 3372: loss 3.5581, time 169.54ms, mfu 5.83%
iter 3373: loss 3.3467, time 169.85ms, mfu 5.83%
iter 3374: loss 3.5595, time 170.03ms, mfu 5.83%
iter 3375: loss 3.6362, time 170.81ms, mfu 5.83%
iter 3376: loss 3.7837, time 165.34ms, mfu 5.85%
iter 3377: loss 3.7299, time 175.73ms, mfu 5.83%
iter 3378: loss 3.5640, time 170.63ms, mfu 5.83%
iter 3379: loss 3.7672, time 167.94ms, mfu 5.83%
iter 3380: loss 3.5524, time 172.80ms, mfu 5.83%
iter 3381: loss 3.5339, time 168.47ms, mfu 5.83%
iter 3382: loss 3.5330, time 169.23ms, mfu 5.83%
iter 3383: loss 3.4326, time 171.41ms, mfu 5.83%
iter 3384: loss 3.6179, time 172.57ms, mfu 5.82%
iter 3385: loss 3.6974, time 170.69ms, mfu 5.82%
iter 3386: loss 3.7093, time 167.41ms, mfu 5.83%
iter 3387: loss 3.3523, time 169.61ms, mfu 5.83%
iter 3388: loss 3.9781, time 169.86ms, mfu 5.83%
iter 3389: loss 3.3341, time 168.93ms, mfu 5.84%
iter 3390: loss 3.5593, time 170.59ms, mfu 5.84%
iter 3391: loss 3.5255, time 171.70ms, mfu 5.83%
iter 3392: loss 3.5840, time 166.00ms, mfu 5.84%
iter 3393: loss 3.5327, time 172.93ms, mfu 5.83%
iter 3394: loss 3.3966, time 170.85ms, mfu 5.83%
iter 3395: loss 3.6025, time 169.28ms, mfu 5.83%
iter 3396: loss 3.3142, time 172.06ms, mfu 5.83%
iter 3397: loss 3.3336, time 168.97ms, mfu 5.83%
iter 3398: loss 3.6283, time 168.58ms, mfu 5.84%
iter 3399: loss 3.7276, time 170.42ms, mfu 5.84%
iter 3400: loss 3.4827, time 169.98ms, mfu 5.84%
iter 3401: loss 3.5542, time 168.93ms, mfu 5.84%
iter 3402: loss 3.3983, time 171.41ms, mfu 5.83%
iter 3403: loss 3.4656, time 172.44ms, mfu 5.83%
iter 3404: loss 3.6281, time 170.12ms, mfu 5.83%
iter 3405: loss 3.6979, time 167.85ms, mfu 5.83%
iter 3406: loss 3.6221, time 169.01ms, mfu 5.84%
iter 3407: loss 3.8292, time 171.12ms, mfu 5.83%
iter 3408: loss 3.4025, time 169.54ms, mfu 5.84%
iter 3409: loss 3.4556, time 172.72ms, mfu 5.83%
iter 3410: loss 3.6318, time 168.74ms, mfu 5.83%
iter 3411: loss 3.3811, time 168.95ms, mfu 5.84%
iter 3412: loss 3.3039, time 169.54ms, mfu 5.84%
iter 3413: loss 3.6027, time 170.31ms, mfu 5.84%
iter 3414: loss 3.6202, time 169.88ms, mfu 5.84%
iter 3415: loss 3.6792, time 172.15ms, mfu 5.83%
iter 3416: loss 3.4430, time 169.57ms, mfu 5.83%
iter 3417: loss 3.4747, time 170.74ms, mfu 5.83%
iter 3418: loss 3.0200, time 165.71ms, mfu 5.85%
iter 3419: loss 3.3526, time 172.57ms, mfu 5.84%
iter 3420: loss 3.8984, time 168.65ms, mfu 5.84%
iter 3421: loss 3.6463, time 172.24ms, mfu 5.83%
iter 3422: loss 3.6656, time 171.01ms, mfu 5.83%
iter 3423: loss 3.3411, time 172.48ms, mfu 5.82%
iter 3424: loss 3.5911, time 168.56ms, mfu 5.83%
iter 3425: loss 3.8464, time 161.52ms, mfu 5.86%
iter 3426: loss 3.4774, time 175.46ms, mfu 5.84%
iter 3427: loss 3.5108, time 172.03ms, mfu 5.83%
iter 3428: loss 3.8082, time 170.23ms, mfu 5.83%
iter 3429: loss 3.4798, time 171.74ms, mfu 5.83%
iter 3430: loss 3.3876, time 170.57ms, mfu 5.82%
iter 3431: loss 3.4585, time 170.59ms, mfu 5.82%
iter 3432: loss 3.5669, time 168.70ms, mfu 5.83%
iter 3433: loss 3.7400, time 169.28ms, mfu 5.83%
iter 3434: loss 3.6236, time 169.80ms, mfu 5.83%
iter 3435: loss 3.5213, time 171.17ms, mfu 5.83%
iter 3436: loss 3.6359, time 170.24ms, mfu 5.83%
iter 3437: loss 3.5114, time 168.64ms, mfu 5.83%
iter 3438: loss 3.5595, time 167.43ms, mfu 5.84%
iter 3439: loss 3.7274, time 172.80ms, mfu 5.83%
iter 3440: loss 3.1720, time 168.61ms, mfu 5.84%
iter 3441: loss 3.6793, time 171.68ms, mfu 5.83%
iter 3442: loss 3.5191, time 173.35ms, mfu 5.82%
iter 3443: loss 3.6143, time 169.36ms, mfu 5.83%
iter 3444: loss 3.4412, time 165.90ms, mfu 5.84%
iter 3445: loss 3.7470, time 173.75ms, mfu 5.83%
iter 3446: loss 3.5943, time 166.52ms, mfu 5.84%
iter 3447: loss 3.2858, time 172.28ms, mfu 5.83%
iter 3448: loss 3.5270, time 170.93ms, mfu 5.83%
iter 3449: loss 3.8145, time 169.08ms, mfu 5.83%
iter 3450: loss 3.3520, time 171.90ms, mfu 5.83%
iter 3451: loss 3.4596, time 170.74ms, mfu 5.83%
iter 3452: loss 3.5830, time 165.76ms, mfu 5.84%
iter 3453: loss 3.5116, time 173.03ms, mfu 5.83%
iter 3454: loss 3.5802, time 170.68ms, mfu 5.83%
iter 3455: loss 3.6459, time 169.33ms, mfu 5.83%
iter 3456: loss 3.4987, time 170.13ms, mfu 5.83%
iter 3457: loss 3.2383, time 170.21ms, mfu 5.83%
iter 3458: loss 3.2781, time 167.79ms, mfu 5.84%
iter 3459: loss 3.4612, time 172.76ms, mfu 5.83%
iter 3460: loss 3.5221, time 170.19ms, mfu 5.83%
iter 3461: loss 3.3203, time 171.41ms, mfu 5.83%
iter 3462: loss 3.6965, time 169.47ms, mfu 5.83%
iter 3463: loss 3.6021, time 170.71ms, mfu 5.83%
iter 3464: loss 3.6470, time 169.23ms, mfu 5.83%
iter 3465: loss 3.5559, time 171.47ms, mfu 5.83%
iter 3466: loss 3.3243, time 165.15ms, mfu 5.84%
iter 3467: loss 3.5201, time 171.00ms, mfu 5.84%
iter 3468: loss 3.5474, time 171.29ms, mfu 5.83%
iter 3469: loss 3.5205, time 170.16ms, mfu 5.83%
iter 3470: loss 3.7956, time 169.43ms, mfu 5.84%
iter 3471: loss 3.7037, time 168.99ms, mfu 5.84%
iter 3472: loss 3.6912, time 171.90ms, mfu 5.83%
iter 3473: loss 3.5157, time 170.04ms, mfu 5.83%
iter 3474: loss 3.4270, time 169.69ms, mfu 5.83%
iter 3475: loss 3.7062, time 170.59ms, mfu 5.83%
iter 3476: loss 3.9529, time 170.67ms, mfu 5.83%
iter 3477: loss 3.5556, time 171.33ms, mfu 5.83%
iter 3478: loss 3.4086, time 167.07ms, mfu 5.84%
iter 3479: loss 3.7065, time 166.79ms, mfu 5.85%
iter 3480: loss 3.3888, time 176.27ms, mfu 5.83%
iter 3481: loss 3.5431, time 169.56ms, mfu 5.83%
iter 3482: loss 3.4204, time 169.62ms, mfu 5.83%
iter 3483: loss 3.3026, time 172.74ms, mfu 5.82%
iter 3484: loss 3.7267, time 169.53ms, mfu 5.83%
iter 3485: loss 3.3104, time 166.30ms, mfu 5.84%
iter 3486: loss 3.7334, time 170.99ms, mfu 5.84%
iter 3487: loss 3.5755, time 172.29ms, mfu 5.83%
iter 3488: loss 3.7144, time 170.02ms, mfu 5.83%
iter 3489: loss 3.4392, time 170.03ms, mfu 5.83%
iter 3490: loss 3.6608, time 170.73ms, mfu 5.83%
iter 3491: loss 3.5113, time 167.44ms, mfu 5.84%
iter 3492: loss 3.5007, time 167.37ms, mfu 5.85%
iter 3493: loss 3.7214, time 174.42ms, mfu 5.83%
iter 3494: loss 3.5170, time 169.93ms, mfu 5.83%
iter 3495: loss 3.5335, time 170.08ms, mfu 5.83%
iter 3496: loss 3.7150, time 170.70ms, mfu 5.83%
iter 3497: loss 3.5645, time 170.54ms, mfu 5.83%
iter 3498: loss 3.5925, time 164.17ms, mfu 5.85%
iter 3499: loss 3.4791, time 177.81ms, mfu 5.82%
step 3500: train loss 3.5270, val loss 3.2960
saving checkpoint to out
iter 3500: loss 3.7849, time 6374.16ms, mfu 5.26%
iter 3501: loss 3.6456, time 189.14ms, mfu 5.25%
iter 3502: loss 3.5163, time 173.87ms, mfu 5.30%
iter 3503: loss 3.8307, time 169.02ms, mfu 5.36%
iter 3504: loss 3.4744, time 169.81ms, mfu 5.41%
iter 3505: loss 3.6580, time 169.74ms, mfu 5.45%
iter 3506: loss 3.5951, time 167.82ms, mfu 5.50%
iter 3507: loss 3.4291, time 170.63ms, mfu 5.53%
iter 3508: loss 3.7463, time 170.11ms, mfu 5.56%
iter 3509: loss 3.5267, time 169.94ms, mfu 5.59%
iter 3510: loss 3.6562, time 170.23ms, mfu 5.61%
iter 3511: loss 3.7277, time 170.71ms, mfu 5.63%
iter 3512: loss 3.7285, time 170.24ms, mfu 5.65%
iter 3513: loss 3.5694, time 167.74ms, mfu 5.68%
iter 3514: loss 3.7746, time 169.60ms, mfu 5.69%
iter 3515: loss 3.3129, time 169.90ms, mfu 5.71%
iter 3516: loss 3.7247, time 170.15ms, mfu 5.72%
iter 3517: loss 3.4521, time 168.82ms, mfu 5.74%
iter 3518: loss 3.4886, time 165.97ms, mfu 5.76%
iter 3519: loss 3.4240, time 173.10ms, mfu 5.76%
iter 3520: loss 3.3513, time 171.10ms, mfu 5.76%
iter 3521: loss 3.6964, time 169.76ms, mfu 5.77%
iter 3522: loss 3.6414, time 169.50ms, mfu 5.78%
iter 3523: loss 3.7879, time 171.77ms, mfu 5.78%
iter 3524: loss 3.6613, time 167.76ms, mfu 5.79%
iter 3525: loss 3.4035, time 169.87ms, mfu 5.80%
iter 3526: loss 3.4277, time 168.58ms, mfu 5.81%
iter 3527: loss 3.4203, time 169.67ms, mfu 5.81%
iter 3528: loss 3.6342, time 171.65ms, mfu 5.81%
iter 3529: loss 3.6176, time 170.59ms, mfu 5.81%
iter 3530: loss 3.6455, time 164.28ms, mfu 5.83%
iter 3531: loss 3.6767, time 172.97ms, mfu 5.82%
iter 3532: loss 3.7479, time 170.33ms, mfu 5.82%
iter 3533: loss 3.5254, time 169.94ms, mfu 5.82%
iter 3534: loss 3.5887, time 173.35ms, mfu 5.81%
iter 3535: loss 3.8223, time 164.48ms, mfu 5.83%
iter 3536: loss 3.3858, time 171.35ms, mfu 5.83%
iter 3537: loss 3.6311, time 166.89ms, mfu 5.84%
iter 3538: loss 3.5384, time 171.97ms, mfu 5.83%
iter 3539: loss 3.4524, time 169.00ms, mfu 5.84%
iter 3540: loss 3.4664, time 173.50ms, mfu 5.83%
iter 3541: loss 3.4004, time 169.20ms, mfu 5.83%
iter 3542: loss 3.4497, time 164.15ms, mfu 5.85%
iter 3543: loss 3.4662, time 176.01ms, mfu 5.83%
iter 3544: loss 3.4391, time 169.13ms, mfu 5.83%
iter 3545: loss 3.5231, time 169.40ms, mfu 5.84%
iter 3546: loss 3.6019, time 170.73ms, mfu 5.83%
iter 3547: loss 3.2807, time 170.22ms, mfu 5.83%
iter 3548: loss 3.5420, time 170.54ms, mfu 5.83%
iter 3549: loss 3.5379, time 168.41ms, mfu 5.84%
iter 3550: loss 3.5969, time 169.45ms, mfu 5.84%
iter 3551: loss 3.5011, time 170.24ms, mfu 5.84%
iter 3552: loss 3.5771, time 170.16ms, mfu 5.84%
iter 3553: loss 3.6951, time 169.76ms, mfu 5.84%
iter 3554: loss 3.4110, time 170.94ms, mfu 5.83%
iter 3555: loss 3.4386, time 169.49ms, mfu 5.84%
iter 3556: loss 3.2458, time 168.75ms, mfu 5.84%
iter 3557: loss 3.6305, time 169.46ms, mfu 5.84%
iter 3558: loss 3.6361, time 166.47ms, mfu 5.85%
iter 3559: loss 3.7696, time 175.92ms, mfu 5.83%
iter 3560: loss 3.5865, time 169.93ms, mfu 5.83%
iter 3561: loss 3.6760, time 166.52ms, mfu 5.85%
iter 3562: loss 3.3168, time 172.32ms, mfu 5.84%
iter 3563: loss 3.5392, time 165.34ms, mfu 5.85%
iter 3564: loss 3.4337, time 174.17ms, mfu 5.84%
iter 3565: loss 3.4998, time 170.67ms, mfu 5.83%
iter 3566: loss 3.4365, time 167.92ms, mfu 5.84%
iter 3567: loss 3.6875, time 174.34ms, mfu 5.83%
iter 3568: loss 3.2877, time 167.13ms, mfu 5.84%
iter 3569: loss 3.4454, time 170.50ms, mfu 5.84%
iter 3570: loss 3.3531, time 169.59ms, mfu 5.84%
iter 3571: loss 3.4972, time 170.08ms, mfu 5.84%
iter 3572: loss 3.1763, time 170.92ms, mfu 5.83%
iter 3573: loss 3.6742, time 171.12ms, mfu 5.83%
iter 3574: loss 3.5428, time 170.40ms, mfu 5.83%
iter 3575: loss 3.8115, time 163.58ms, mfu 5.85%
iter 3576: loss 3.5948, time 170.85ms, mfu 5.85%
iter 3577: loss 3.4719, time 171.63ms, mfu 5.84%
iter 3578: loss 3.5680, time 170.93ms, mfu 5.84%
iter 3579: loss 3.5366, time 172.48ms, mfu 5.83%
iter 3580: loss 3.7121, time 166.95ms, mfu 5.84%
iter 3581: loss 3.3573, time 170.89ms, mfu 5.84%
iter 3582: loss 3.6014, time 168.54ms, mfu 5.84%
iter 3583: loss 3.6242, time 170.32ms, mfu 5.84%
iter 3584: loss 3.7101, time 170.97ms, mfu 5.84%
iter 3585: loss 3.7120, time 169.80ms, mfu 5.84%
iter 3586: loss 3.7737, time 171.09ms, mfu 5.83%
iter 3587: loss 3.3171, time 163.17ms, mfu 5.86%
iter 3588: loss 3.7072, time 169.94ms, mfu 5.86%
iter 3589: loss 3.3069, time 172.16ms, mfu 5.85%
iter 3590: loss 3.6059, time 170.55ms, mfu 5.84%
iter 3591: loss 3.4309, time 172.43ms, mfu 5.83%
iter 3592: loss 3.2106, time 162.61ms, mfu 5.86%
iter 3593: loss 3.5412, time 170.87ms, mfu 5.86%
iter 3594: loss 3.3844, time 171.26ms, mfu 5.85%
iter 3595: loss 3.5522, time 172.60ms, mfu 5.84%
iter 3596: loss 3.4675, time 170.73ms, mfu 5.84%
iter 3597: loss 3.6150, time 164.75ms, mfu 5.85%
iter 3598: loss 3.8312, time 176.95ms, mfu 5.83%
iter 3599: loss 3.3927, time 162.62ms, mfu 5.86%
iter 3600: loss 3.7225, time 174.82ms, mfu 5.84%
iter 3601: loss 3.3953, time 170.76ms, mfu 5.84%
iter 3602: loss 3.6093, time 170.84ms, mfu 5.83%
iter 3603: loss 3.4689, time 161.33ms, mfu 5.86%
iter 3604: loss 3.3478, time 171.76ms, mfu 5.86%
iter 3605: loss 3.5466, time 170.16ms, mfu 5.85%
iter 3606: loss 3.5230, time 172.01ms, mfu 5.84%
iter 3607: loss 3.5041, time 172.22ms, mfu 5.84%
iter 3608: loss 3.6417, time 170.66ms, mfu 5.83%
iter 3609: loss 3.3569, time 164.11ms, mfu 5.86%
iter 3610: loss 3.4602, time 173.50ms, mfu 5.84%
iter 3611: loss 3.6201, time 169.36ms, mfu 5.84%
iter 3612: loss 3.3995, time 170.55ms, mfu 5.84%
iter 3613: loss 3.7152, time 168.66ms, mfu 5.84%
iter 3614: loss 3.6296, time 171.61ms, mfu 5.84%
iter 3615: loss 3.8198, time 169.45ms, mfu 5.84%
iter 3616: loss 3.5325, time 172.06ms, mfu 5.83%
iter 3617: loss 3.6835, time 168.55ms, mfu 5.84%
iter 3618: loss 3.4180, time 169.38ms, mfu 5.84%
iter 3619: loss 3.3856, time 171.02ms, mfu 5.84%
iter 3620: loss 3.6744, time 169.95ms, mfu 5.84%
iter 3621: loss 3.2125, time 169.18ms, mfu 5.84%
iter 3622: loss 3.3758, time 169.00ms, mfu 5.84%
iter 3623: loss 3.6100, time 168.66ms, mfu 5.85%
iter 3624: loss 3.7315, time 171.38ms, mfu 5.84%
iter 3625: loss 3.7278, time 170.06ms, mfu 5.84%
iter 3626: loss 3.6396, time 170.32ms, mfu 5.84%
iter 3627: loss 3.5756, time 168.55ms, mfu 5.84%
iter 3628: loss 3.6501, time 166.83ms, mfu 5.85%
iter 3629: loss 3.5200, time 171.66ms, mfu 5.85%
iter 3630: loss 3.4521, time 170.52ms, mfu 5.84%
iter 3631: loss 3.7485, time 167.62ms, mfu 5.85%
iter 3632: loss 3.4962, time 172.67ms, mfu 5.84%
iter 3633: loss 3.4707, time 168.05ms, mfu 5.85%
iter 3634: loss 3.3958, time 169.42ms, mfu 5.85%
iter 3635: loss 3.5684, time 172.31ms, mfu 5.84%
iter 3636: loss 3.4422, time 170.08ms, mfu 5.84%
iter 3637: loss 3.2945, time 166.69ms, mfu 5.85%
iter 3638: loss 3.2906, time 171.87ms, mfu 5.84%
iter 3639: loss 3.6022, time 168.35ms, mfu 5.85%
iter 3640: loss 3.4651, time 169.93ms, mfu 5.85%
iter 3641: loss 3.5334, time 170.97ms, mfu 5.84%
iter 3642: loss 3.7895, time 171.44ms, mfu 5.84%
iter 3643: loss 3.4631, time 165.38ms, mfu 5.85%
iter 3644: loss 3.3520, time 171.67ms, mfu 5.84%
iter 3645: loss 3.5570, time 169.39ms, mfu 5.85%
iter 3646: loss 3.6437, time 170.41ms, mfu 5.84%
iter 3647: loss 3.4535, time 170.29ms, mfu 5.84%
iter 3648: loss 3.6550, time 171.21ms, mfu 5.84%
iter 3649: loss 3.3993, time 169.70ms, mfu 5.84%
iter 3650: loss 3.7507, time 168.62ms, mfu 5.84%
iter 3651: loss 3.5032, time 169.51ms, mfu 5.84%
iter 3652: loss 3.3102, time 171.55ms, mfu 5.84%
iter 3653: loss 3.6554, time 169.32ms, mfu 5.84%
iter 3654: loss 3.3724, time 172.79ms, mfu 5.83%
iter 3655: loss 3.2787, time 169.26ms, mfu 5.83%
iter 3656: loss 3.4247, time 167.00ms, mfu 5.84%
iter 3657: loss 3.7821, time 169.59ms, mfu 5.84%
iter 3658: loss 3.6219, time 169.90ms, mfu 5.84%
iter 3659: loss 3.5003, time 170.32ms, mfu 5.84%
iter 3660: loss 3.5269, time 170.70ms, mfu 5.84%
iter 3661: loss 3.4629, time 165.98ms, mfu 5.85%
iter 3662: loss 3.4597, time 170.49ms, mfu 5.85%
iter 3663: loss 3.2648, time 170.03ms, mfu 5.85%
iter 3664: loss 3.4271, time 170.91ms, mfu 5.84%
iter 3665: loss 3.6258, time 170.99ms, mfu 5.84%
iter 3666: loss 3.5474, time 170.36ms, mfu 5.84%
