Overriding config with config/gpt3-small-like-12b32b.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = True # override via command line if you like
wandb_project = 'data309gptnew'
wandb_run_name = 'GPT3-small-like12block32batch'

dataset = 'lyrics'
gradient_accumulation_steps = 1
batch_size = 12 # rough estimate  of the number of tokens in a sentence
block_size = 32 #estimate of the number of lines in a pop song

# baby GPT model :)
n_layer = 12
n_head = 12
n_embd = 768
dropout = 0.0

learning_rate = 6.0e-4 # with baby networks can afford to go a bit higher
max_iters = 4000
lr_decay_iters = 4000# make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
device = 'cuda' 
# compile = False # do not torch compile the model

Overriding: device = cuda
Overriding: compile = True
tokens per iteration will be: 384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.59M
num decayed parameter tensors: 50, with 123,592,704 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
iter 3263: loss 4.4920, time 114.05ms, mfu 0.80%
iter 3264: loss 4.8802, time 110.85ms, mfu 0.80%
iter 3265: loss 5.4779, time 109.00ms, mfu 0.81%
iter 3266: loss 4.7831, time 111.66ms, mfu 0.81%
iter 3267: loss 4.6955, time 108.00ms, mfu 0.81%
iter 3268: loss 4.4111, time 111.67ms, mfu 0.81%
iter 3269: loss 4.9638, time 111.09ms, mfu 0.81%
iter 3270: loss 4.6088, time 109.83ms, mfu 0.82%
iter 3271: loss 4.8373, time 115.40ms, mfu 0.81%
iter 3272: loss 4.7902, time 113.07ms, mfu 0.81%
iter 3273: loss 4.7974, time 113.14ms, mfu 0.81%
iter 3274: loss 4.5985, time 111.23ms, mfu 0.81%
iter 3275: loss 4.4848, time 115.00ms, mfu 0.81%
iter 3276: loss 4.8067, time 113.28ms, mfu 0.81%
iter 3277: loss 4.6845, time 109.87ms, mfu 0.81%
iter 3278: loss 4.8614, time 113.76ms, mfu 0.81%
iter 3279: loss 4.5893, time 108.61ms, mfu 0.82%
iter 3280: loss 4.7263, time 110.54ms, mfu 0.82%
iter 3281: loss 4.5881, time 110.55ms, mfu 0.82%
iter 3282: loss 4.6372, time 108.78ms, mfu 0.82%
iter 3283: loss 4.8802, time 114.44ms, mfu 0.82%
iter 3284: loss 4.2695, time 111.19ms, mfu 0.82%
iter 3285: loss 3.8048, time 108.00ms, mfu 0.82%
iter 3286: loss 4.4725, time 111.84ms, mfu 0.82%
iter 3287: loss 4.4966, time 109.15ms, mfu 0.82%
iter 3288: loss 4.6090, time 114.65ms, mfu 0.82%
iter 3289: loss 5.0931, time 112.64ms, mfu 0.82%
iter 3290: loss 4.2205, time 111.48ms, mfu 0.82%
iter 3291: loss 4.9845, time 112.42ms, mfu 0.82%
iter 3292: loss 4.8093, time 112.39ms, mfu 0.82%
iter 3293: loss 4.6610, time 114.88ms, mfu 0.82%
iter 3294: loss 4.8619, time 111.02ms, mfu 0.82%
iter 3295: loss 5.0723, time 113.16ms, mfu 0.82%
iter 3296: loss 5.0617, time 109.74ms, mfu 0.82%
iter 3297: loss 4.9053, time 109.73ms, mfu 0.82%
iter 3298: loss 4.5906, time 108.27ms, mfu 0.82%
iter 3299: loss 5.2748, time 116.20ms, mfu 0.82%
iter 3300: loss 4.5028, time 111.18ms, mfu 0.82%
iter 3301: loss 4.8931, time 108.80ms, mfu 0.82%
iter 3302: loss 4.8667, time 111.81ms, mfu 0.82%
iter 3303: loss 4.4461, time 108.39ms, mfu 0.83%
iter 3304: loss 4.6059, time 114.83ms, mfu 0.82%
iter 3305: loss 5.1811, time 109.23ms, mfu 0.82%
iter 3306: loss 4.8090, time 109.15ms, mfu 0.83%
iter 3307: loss 5.0849, time 113.89ms, mfu 0.82%
iter 3308: loss 4.9118, time 112.78ms, mfu 0.82%
iter 3309: loss 4.6049, time 109.01ms, mfu 0.82%
iter 3310: loss 4.5762, time 109.58ms, mfu 0.83%
iter 3311: loss 4.3268, time 109.04ms, mfu 0.83%
iter 3312: loss 4.8425, time 108.59ms, mfu 0.83%
iter 3313: loss 4.6474, time 116.15ms, mfu 0.83%
iter 3314: loss 4.6334, time 112.86ms, mfu 0.82%
iter 3315: loss 4.6732, time 110.20ms, mfu 0.82%
iter 3316: loss 4.7448, time 108.99ms, mfu 0.83%
iter 3317: loss 4.5562, time 116.11ms, mfu 0.82%
iter 3318: loss 4.5540, time 109.50ms, mfu 0.82%
iter 3319: loss 4.5961, time 113.65ms, mfu 0.82%
iter 3320: loss 4.5699, time 116.09ms, mfu 0.82%
iter 3321: loss 4.7920, time 111.46ms, mfu 0.82%
iter 3322: loss 5.0975, time 114.28ms, mfu 0.82%
iter 3323: loss 4.4745, time 111.89ms, mfu 0.82%
iter 3324: loss 4.5123, time 116.82ms, mfu 0.81%
iter 3325: loss 4.1654, time 112.05ms, mfu 0.82%
iter 3326: loss 4.6411, time 113.35ms, mfu 0.81%
iter 3327: loss 4.8111, time 116.90ms, mfu 0.81%
iter 3328: loss 4.2448, time 115.51ms, mfu 0.81%
iter 3329: loss 3.9176, time 116.96ms, mfu 0.81%
iter 3330: loss 4.9711, time 112.84ms, mfu 0.81%
iter 3331: loss 4.5499, time 113.38ms, mfu 0.81%
iter 3332: loss 4.6727, time 116.37ms, mfu 0.81%
iter 3333: loss 5.0311, time 113.45ms, mfu 0.81%
iter 3334: loss 4.5051, time 112.61ms, mfu 0.81%
iter 3335: loss 4.9993, time 115.92ms, mfu 0.81%
iter 3336: loss 5.1389, time 112.03ms, mfu 0.81%
iter 3337: loss 4.5316, time 114.61ms, mfu 0.81%
iter 3338: loss 4.0899, time 110.13ms, mfu 0.81%
iter 3339: loss 4.5580, time 116.70ms, mfu 0.81%
iter 3340: loss 4.5773, time 115.44ms, mfu 0.81%
iter 3341: loss 4.1993, time 113.66ms, mfu 0.81%
iter 3342: loss 4.5693, time 116.82ms, mfu 0.80%
iter 3343: loss 4.3391, time 113.77ms, mfu 0.80%
iter 3344: loss 5.1474, time 116.33ms, mfu 0.80%
iter 3345: loss 4.5899, time 110.39ms, mfu 0.80%
iter 3346: loss 5.1484, time 111.01ms, mfu 0.81%
iter 3347: loss 4.7678, time 114.55ms, mfu 0.81%
iter 3348: loss 4.6471, time 114.18ms, mfu 0.81%
iter 3349: loss 4.8266, time 118.61ms, mfu 0.80%
iter 3350: loss 4.7169, time 113.73ms, mfu 0.80%
iter 3351: loss 4.3417, time 116.48ms, mfu 0.80%
iter 3352: loss 5.2689, time 113.60ms, mfu 0.80%
iter 3353: loss 4.6461, time 115.37ms, mfu 0.80%
iter 3354: loss 4.6617, time 116.62ms, mfu 0.80%
iter 3355: loss 4.9803, time 113.17ms, mfu 0.80%
iter 3356: loss 4.8422, time 117.14ms, mfu 0.80%
iter 3357: loss 4.6736, time 117.40ms, mfu 0.80%
iter 3358: loss 4.1721, time 116.28ms, mfu 0.80%
iter 3359: loss 4.1924, time 113.90ms, mfu 0.80%
iter 3360: loss 4.3746, time 118.77ms, mfu 0.79%
iter 3361: loss 4.9161, time 111.36ms, mfu 0.80%
iter 3362: loss 4.5772, time 110.95ms, mfu 0.80%
iter 3363: loss 4.8551, time 111.80ms, mfu 0.80%
iter 3364: loss 4.9050, time 116.30ms, mfu 0.80%
iter 3365: loss 4.8577, time 114.86ms, mfu 0.80%
iter 3366: loss 4.2798, time 112.05ms, mfu 0.80%
iter 3367: loss 4.4671, time 114.61ms, mfu 0.80%
iter 3368: loss 4.7002, time 115.99ms, mfu 0.80%
iter 3369: loss 4.2396, time 114.67ms, mfu 0.80%
iter 3370: loss 4.2984, time 113.36ms, mfu 0.80%
iter 3371: loss 4.4066, time 116.00ms, mfu 0.80%
iter 3372: loss 4.7318, time 114.60ms, mfu 0.80%
iter 3373: loss 4.4130, time 116.31ms, mfu 0.80%
iter 3374: loss 4.6238, time 114.58ms, mfu 0.80%
iter 3375: loss 4.6287, time 113.62ms, mfu 0.80%
iter 3376: loss 5.0431, time 116.33ms, mfu 0.80%
iter 3377: loss 4.4414, time 112.19ms, mfu 0.80%
iter 3378: loss 4.0915, time 115.00ms, mfu 0.80%
iter 3379: loss 4.3468, time 115.58ms, mfu 0.80%
iter 3380: loss 4.7838, time 112.73ms, mfu 0.80%
iter 3381: loss 4.8324, time 115.20ms, mfu 0.80%
iter 3382: loss 4.8210, time 110.56ms, mfu 0.80%
iter 3383: loss 4.4995, time 114.82ms, mfu 0.80%
iter 3384: loss 4.2038, time 113.05ms, mfu 0.80%
iter 3385: loss 4.2338, time 119.31ms, mfu 0.80%
iter 3386: loss 4.4875, time 111.17ms, mfu 0.80%
iter 3387: loss 4.7228, time 112.57ms, mfu 0.80%
iter 3388: loss 5.5721, time 115.53ms, mfu 0.80%
iter 3389: loss 4.4491, time 115.71ms, mfu 0.80%
iter 3390: loss 4.6687, time 114.47ms, mfu 0.80%
iter 3391: loss 4.7973, time 117.32ms, mfu 0.80%
iter 3392: loss 4.8941, time 114.11ms, mfu 0.80%
iter 3393: loss 4.1948, time 114.41ms, mfu 0.80%
iter 3394: loss 4.5566, time 114.37ms, mfu 0.80%
iter 3395: loss 5.4547, time 111.61ms, mfu 0.80%
iter 3396: loss 4.7466, time 110.91ms, mfu 0.80%
iter 3397: loss 4.5358, time 114.81ms, mfu 0.80%
iter 3398: loss 4.6103, time 112.80ms, mfu 0.81%
iter 3399: loss 5.0459, time 115.66ms, mfu 0.80%
iter 3400: loss 4.4445, time 114.61ms, mfu 0.80%
iter 3401: loss 4.0193, time 114.86ms, mfu 0.80%
iter 3402: loss 4.7350, time 116.28ms, mfu 0.80%
iter 3403: loss 4.6219, time 112.25ms, mfu 0.80%
iter 3404: loss 4.6735, time 114.60ms, mfu 0.80%
iter 3405: loss 4.8760, time 115.77ms, mfu 0.80%
iter 3406: loss 4.6492, time 114.63ms, mfu 0.80%
iter 3407: loss 4.9888, time 115.28ms, mfu 0.80%
iter 3408: loss 4.7026, time 113.38ms, mfu 0.80%
iter 3409: loss 4.5810, time 115.41ms, mfu 0.80%
iter 3410: loss 4.4870, time 116.24ms, mfu 0.80%
iter 3411: loss 4.7289, time 114.32ms, mfu 0.80%
iter 3412: loss 4.8486, time 116.70ms, mfu 0.80%
iter 3413: loss 4.2561, time 114.28ms, mfu 0.80%
iter 3414: loss 4.1530, time 117.49ms, mfu 0.80%
iter 3415: loss 4.4927, time 112.80ms, mfu 0.80%
iter 3416: loss 4.9435, time 112.56ms, mfu 0.80%
iter 3417: loss 4.6115, time 114.43ms, mfu 0.80%
iter 3418: loss 3.9925, time 115.61ms, mfu 0.80%
iter 3419: loss 4.8011, time 114.61ms, mfu 0.80%
iter 3420: loss 4.9092, time 115.82ms, mfu 0.80%
iter 3421: loss 5.0259, time 115.02ms, mfu 0.80%
iter 3422: loss 4.2451, time 117.25ms, mfu 0.80%
iter 3423: loss 4.8926, time 114.78ms, mfu 0.80%
iter 3424: loss 4.3669, time 114.41ms, mfu 0.80%
iter 3425: loss 4.2936, time 117.20ms, mfu 0.80%
iter 3426: loss 4.7324, time 114.85ms, mfu 0.80%
iter 3427: loss 4.6941, time 116.56ms, mfu 0.80%
iter 3428: loss 4.9018, time 112.98ms, mfu 0.80%
iter 3429: loss 4.4740, time 114.32ms, mfu 0.80%
iter 3430: loss 5.1149, time 116.12ms, mfu 0.80%
iter 3431: loss 4.2191, time 114.31ms, mfu 0.80%
iter 3432: loss 4.7402, time 112.40ms, mfu 0.80%
iter 3433: loss 4.7736, time 115.13ms, mfu 0.80%
iter 3434: loss 4.4433, time 112.82ms, mfu 0.80%
iter 3435: loss 4.9350, time 112.99ms, mfu 0.80%
iter 3436: loss 4.7107, time 112.51ms, mfu 0.80%
iter 3437: loss 4.5300, time 115.53ms, mfu 0.80%
iter 3438: loss 4.9867, time 115.65ms, mfu 0.80%
iter 3439: loss 4.9910, time 112.02ms, mfu 0.80%
iter 3440: loss 4.2866, time 115.68ms, mfu 0.80%
iter 3441: loss 4.3032, time 115.21ms, mfu 0.80%
iter 3442: loss 4.0959, time 116.59ms, mfu 0.80%
iter 3443: loss 4.8417, time 116.39ms, mfu 0.80%
iter 3444: loss 4.2798, time 112.26ms, mfu 0.80%
iter 3445: loss 5.3713, time 113.72ms, mfu 0.80%
iter 3446: loss 4.4907, time 116.52ms, mfu 0.80%
iter 3447: loss 4.4213, time 114.96ms, mfu 0.80%
iter 3448: loss 4.7735, time 116.47ms, mfu 0.80%
iter 3449: loss 5.0902, time 114.22ms, mfu 0.80%
iter 3450: loss 5.0042, time 114.97ms, mfu 0.80%
iter 3451: loss 4.3385, time 109.40ms, mfu 0.80%
iter 3452: loss 5.3594, time 115.59ms, mfu 0.80%
iter 3453: loss 4.5251, time 111.75ms, mfu 0.80%
iter 3454: loss 4.1148, time 114.86ms, mfu 0.80%
iter 3455: loss 4.2506, time 115.90ms, mfu 0.80%
iter 3456: loss 4.5251, time 113.87ms, mfu 0.80%
iter 3457: loss 4.8499, time 115.05ms, mfu 0.80%
iter 3458: loss 4.5645, time 116.90ms, mfu 0.80%
iter 3459: loss 4.3209, time 111.10ms, mfu 0.80%
iter 3460: loss 4.4274, time 113.36ms, mfu 0.80%
iter 3461: loss 5.3419, time 116.59ms, mfu 0.80%
iter 3462: loss 4.9338, time 114.37ms, mfu 0.80%
iter 3463: loss 4.6593, time 116.69ms, mfu 0.80%
iter 3464: loss 4.9888, time 113.60ms, mfu 0.80%
iter 3465: loss 4.8634, time 114.19ms, mfu 0.80%
iter 3466: loss 4.8496, time 116.58ms, mfu 0.80%
iter 3467: loss 4.2586, time 114.11ms, mfu 0.80%
iter 3468: loss 4.7794, time 114.86ms, mfu 0.80%
iter 3469: loss 4.4968, time 115.19ms, mfu 0.80%
iter 3470: loss 4.8056, time 118.14ms, mfu 0.80%
iter 3471: loss 4.7218, time 115.74ms, mfu 0.80%
iter 3472: loss 4.4396, time 114.01ms, mfu 0.80%
iter 3473: loss 4.9081, time 117.30ms, mfu 0.80%
iter 3474: loss 4.5237, time 114.25ms, mfu 0.80%
iter 3475: loss 4.8862, time 115.64ms, mfu 0.80%
iter 3476: loss 4.6324, time 111.37ms, mfu 0.80%
iter 3477: loss 4.5002, time 113.23ms, mfu 0.80%
iter 3478: loss 4.9365, time 111.39ms, mfu 0.80%
iter 3479: loss 5.5949, time 114.46ms, mfu 0.80%
iter 3480: loss 4.4382, time 115.63ms, mfu 0.80%
iter 3481: loss 4.1916, time 114.81ms, mfu 0.80%
iter 3482: loss 4.6353, time 112.04ms, mfu 0.80%
iter 3483: loss 4.7578, time 114.40ms, mfu 0.80%
iter 3484: loss 4.4268, time 115.77ms, mfu 0.80%
iter 3485: loss 4.3325, time 111.92ms, mfu 0.80%
iter 3486: loss 4.6793, time 114.12ms, mfu 0.80%
iter 3487: loss 4.3095, time 115.97ms, mfu 0.80%
iter 3488: loss 4.9392, time 113.96ms, mfu 0.80%
iter 3489: loss 5.0366, time 114.08ms, mfu 0.80%
iter 3490: loss 4.7248, time 114.85ms, mfu 0.80%
iter 3491: loss 4.8227, time 111.26ms, mfu 0.80%
iter 3492: loss 4.7429, time 112.71ms, mfu 0.81%
iter 3493: loss 4.4357, time 114.48ms, mfu 0.80%
iter 3494: loss 4.8113, time 115.99ms, mfu 0.80%
iter 3495: loss 4.0282, time 113.60ms, mfu 0.80%
iter 3496: loss 4.8625, time 114.43ms, mfu 0.80%
iter 3497: loss 4.7545, time 116.99ms, mfu 0.80%
iter 3498: loss 5.0092, time 114.35ms, mfu 0.80%
iter 3499: loss 4.3654, time 117.14ms, mfu 0.80%
step 3500: train loss 4.5810, val loss 4.4452
saving checkpoint to out
iter 3500: loss 4.5859, time 5157.87ms, mfu 0.72%
iter 3501: loss 4.9262, time 136.74ms, mfu 0.72%
iter 3502: loss 5.1838, time 116.50ms, mfu 0.72%
iter 3503: loss 4.1403, time 112.65ms, mfu 0.73%
iter 3504: loss 4.1934, time 116.80ms, mfu 0.74%
iter 3505: loss 4.1538, time 112.64ms, mfu 0.75%
iter 3506: loss 4.7678, time 114.08ms, mfu 0.75%
iter 3507: loss 4.8064, time 117.54ms, mfu 0.75%
iter 3508: loss 4.8269, time 113.68ms, mfu 0.76%
iter 3509: loss 4.7035, time 110.91ms, mfu 0.77%
iter 3510: loss 4.4811, time 115.14ms, mfu 0.77%
iter 3511: loss 5.1104, time 117.78ms, mfu 0.77%
iter 3512: loss 4.9625, time 114.71ms, mfu 0.77%
iter 3513: loss 4.3601, time 115.57ms, mfu 0.78%
iter 3514: loss 4.4097, time 112.24ms, mfu 0.78%
iter 3515: loss 4.9617, time 116.64ms, mfu 0.78%
iter 3516: loss 4.2318, time 113.43ms, mfu 0.78%
iter 3517: loss 4.7347, time 114.10ms, mfu 0.78%
iter 3518: loss 4.2176, time 116.33ms, mfu 0.79%
iter 3519: loss 5.0195, time 113.25ms, mfu 0.79%
iter 3520: loss 4.8817, time 117.00ms, mfu 0.79%
iter 3521: loss 4.5133, time 111.44ms, mfu 0.79%
iter 3522: loss 4.7759, time 115.37ms, mfu 0.79%
iter 3523: loss 5.2382, time 116.23ms, mfu 0.79%
iter 3524: loss 4.0736, time 113.65ms, mfu 0.79%
iter 3525: loss 4.9135, time 115.21ms, mfu 0.79%
iter 3526: loss 4.4761, time 115.71ms, mfu 0.79%
iter 3527: loss 4.6925, time 114.56ms, mfu 0.79%
iter 3528: loss 4.8160, time 116.83ms, mfu 0.79%
iter 3529: loss 5.0671, time 114.01ms, mfu 0.79%
iter 3530: loss 4.9300, time 114.44ms, mfu 0.79%
iter 3531: loss 4.1543, time 115.12ms, mfu 0.79%
iter 3532: loss 4.5409, time 112.47ms, mfu 0.80%
iter 3533: loss 4.7089, time 115.32ms, mfu 0.80%
iter 3534: loss 4.5005, time 115.87ms, mfu 0.80%
iter 3535: loss 4.8916, time 113.24ms, mfu 0.80%
iter 3536: loss 4.1745, time 115.02ms, mfu 0.80%
iter 3537: loss 4.8329, time 115.10ms, mfu 0.80%
iter 3538: loss 4.6840, time 114.03ms, mfu 0.80%
iter 3539: loss 5.0043, time 116.69ms, mfu 0.80%
iter 3540: loss 4.3678, time 116.07ms, mfu 0.80%
iter 3541: loss 4.3623, time 116.94ms, mfu 0.79%
iter 3542: loss 4.3006, time 113.76ms, mfu 0.80%
iter 3543: loss 4.3635, time 113.57ms, mfu 0.80%
iter 3544: loss 4.7307, time 115.60ms, mfu 0.80%
iter 3545: loss 4.8365, time 114.32ms, mfu 0.80%
iter 3546: loss 4.3830, time 115.83ms, mfu 0.80%
iter 3547: loss 4.5273, time 114.28ms, mfu 0.80%
iter 3548: loss 4.4796, time 113.29ms, mfu 0.80%
iter 3549: loss 5.0997, time 116.19ms, mfu 0.80%
iter 3550: loss 5.4131, time 116.71ms, mfu 0.80%
iter 3551: loss 4.7838, time 107.82ms, mfu 0.80%
iter 3552: loss 4.5781, time 115.20ms, mfu 0.80%
iter 3553: loss 4.5478, time 116.01ms, mfu 0.80%
iter 3554: loss 5.2251, time 114.74ms, mfu 0.80%
iter 3555: loss 4.1620, time 116.47ms, mfu 0.80%
iter 3556: loss 4.8113, time 114.34ms, mfu 0.80%
iter 3557: loss 4.5408, time 114.02ms, mfu 0.80%
iter 3558: loss 4.3945, time 113.87ms, mfu 0.80%
iter 3559: loss 4.8833, time 114.48ms, mfu 0.80%
iter 3560: loss 5.1479, time 113.89ms, mfu 0.80%
iter 3561: loss 4.4584, time 117.07ms, mfu 0.80%
iter 3562: loss 4.7894, time 114.12ms, mfu 0.80%
iter 3563: loss 4.6812, time 116.32ms, mfu 0.80%
iter 3564: loss 4.5616, time 113.99ms, mfu 0.80%
iter 3565: loss 4.5167, time 113.98ms, mfu 0.80%
iter 3566: loss 4.7622, time 116.10ms, mfu 0.80%
iter 3567: loss 4.6814, time 112.18ms, mfu 0.80%
iter 3568: loss 4.4139, time 115.44ms, mfu 0.80%
iter 3569: loss 4.7600, time 117.43ms, mfu 0.80%
iter 3570: loss 4.7667, time 114.13ms, mfu 0.80%
iter 3571: loss 4.9099, time 115.46ms, mfu 0.80%
iter 3572: loss 4.4381, time 112.69ms, mfu 0.80%
iter 3573: loss 4.6348, time 110.95ms, mfu 0.80%
iter 3574: loss 5.0684, time 114.47ms, mfu 0.80%
iter 3575: loss 4.7681, time 118.22ms, mfu 0.80%
iter 3576: loss 4.4957, time 112.89ms, mfu 0.80%
iter 3577: loss 4.1565, time 110.38ms, mfu 0.80%
iter 3578: loss 5.0977, time 112.49ms, mfu 0.80%
iter 3579: loss 5.0121, time 115.16ms, mfu 0.80%
iter 3580: loss 4.9851, time 110.46ms, mfu 0.81%
iter 3581: loss 4.3035, time 115.59ms, mfu 0.81%
iter 3582: loss 4.9916, time 114.66ms, mfu 0.80%
iter 3583: loss 4.3329, time 116.30ms, mfu 0.80%
iter 3584: loss 5.0999, time 114.74ms, mfu 0.80%
iter 3585: loss 4.6844, time 116.61ms, mfu 0.80%
iter 3586: loss 4.2536, time 113.11ms, mfu 0.80%
iter 3587: loss 4.4140, time 112.72ms, mfu 0.80%
iter 3588: loss 4.7829, time 114.66ms, mfu 0.80%
iter 3589: loss 4.5302, time 115.64ms, mfu 0.80%
iter 3590: loss 4.5726, time 113.74ms, mfu 0.80%
iter 3591: loss 4.2718, time 113.80ms, mfu 0.80%
iter 3592: loss 4.3070, time 110.11ms, mfu 0.81%
iter 3593: loss 4.6976, time 116.47ms, mfu 0.80%
iter 3594: loss 4.6939, time 113.58ms, mfu 0.80%
iter 3595: loss 4.2925, time 114.80ms, mfu 0.80%
iter 3596: loss 4.4058, time 115.71ms, mfu 0.80%
iter 3597: loss 4.7938, time 115.74ms, mfu 0.80%
iter 3598: loss 4.6841, time 116.39ms, mfu 0.80%
iter 3599: loss 4.6393, time 114.55ms, mfu 0.80%
iter 3600: loss 4.8571, time 115.98ms, mfu 0.80%
iter 3601: loss 4.4755, time 111.05ms, mfu 0.80%
iter 3602: loss 4.3972, time 112.33ms, mfu 0.80%
iter 3603: loss 4.4426, time 113.97ms, mfu 0.80%
iter 3604: loss 5.2036, time 115.37ms, mfu 0.80%
iter 3605: loss 5.3492, time 115.40ms, mfu 0.80%
iter 3606: loss 4.5845, time 114.56ms, mfu 0.80%
iter 3607: loss 4.6783, time 115.87ms, mfu 0.80%
iter 3608: loss 4.7268, time 114.08ms, mfu 0.80%
iter 3609: loss 4.5583, time 114.15ms, mfu 0.80%
iter 3610: loss 4.4027, time 116.38ms, mfu 0.80%
iter 3611: loss 4.2572, time 113.93ms, mfu 0.80%
iter 3612: loss 4.5242, time 110.21ms, mfu 0.80%
iter 3613: loss 4.3979, time 115.30ms, mfu 0.80%
iter 3614: loss 5.1534, time 116.21ms, mfu 0.80%
iter 3615: loss 4.4578, time 114.20ms, mfu 0.80%
iter 3616: loss 4.4923, time 116.16ms, mfu 0.80%
iter 3617: loss 4.8656, time 112.64ms, mfu 0.80%
iter 3618: loss 5.1798, time 114.36ms, mfu 0.80%
iter 3619: loss 4.7418, time 116.10ms, mfu 0.80%
iter 3620: loss 4.7857, time 112.96ms, mfu 0.80%
iter 3621: loss 4.5669, time 111.48ms, mfu 0.80%
iter 3622: loss 4.1731, time 114.49ms, mfu 0.80%
iter 3623: loss 4.5390, time 116.81ms, mfu 0.80%
iter 3624: loss 4.3082, time 114.20ms, mfu 0.80%
iter 3625: loss 4.7953, time 118.48ms, mfu 0.80%
iter 3626: loss 4.4455, time 112.40ms, mfu 0.80%
iter 3627: loss 4.6775, time 114.43ms, mfu 0.80%
iter 3628: loss 4.1742, time 109.05ms, mfu 0.80%
iter 3629: loss 4.8387, time 115.54ms, mfu 0.80%
iter 3630: loss 4.4148, time 115.71ms, mfu 0.80%
iter 3631: loss 4.4932, time 114.07ms, mfu 0.80%
iter 3632: loss 5.0089, time 116.52ms, mfu 0.80%
iter 3633: loss 5.2590, time 114.00ms, mfu 0.80%
iter 3634: loss 4.5366, time 112.17ms, mfu 0.80%
iter 3635: loss 4.8380, time 116.82ms, mfu 0.80%
iter 3636: loss 4.4747, time 114.21ms, mfu 0.80%
iter 3637: loss 4.9385, time 113.13ms, mfu 0.80%
iter 3638: loss 4.5661, time 116.84ms, mfu 0.80%
iter 3639: loss 4.7989, time 111.28ms, mfu 0.80%
iter 3640: loss 4.3471, time 114.18ms, mfu 0.80%
iter 3641: loss 4.6767, time 115.04ms, mfu 0.80%
iter 3642: loss 4.4854, time 113.14ms, mfu 0.80%
iter 3643: loss 4.7086, time 111.31ms, mfu 0.81%
iter 3644: loss 4.5056, time 113.20ms, mfu 0.81%
iter 3645: loss 4.5182, time 113.75ms, mfu 0.81%
iter 3646: loss 4.4552, time 116.45ms, mfu 0.80%
iter 3647: loss 4.7674, time 114.24ms, mfu 0.80%
iter 3648: loss 4.9179, time 113.82ms, mfu 0.80%
iter 3649: loss 4.9475, time 116.27ms, mfu 0.80%
iter 3650: loss 4.2567, time 114.50ms, mfu 0.80%
iter 3651: loss 4.5218, time 116.40ms, mfu 0.80%
iter 3652: loss 4.8964, time 114.16ms, mfu 0.80%
iter 3653: loss 4.8855, time 115.39ms, mfu 0.80%
iter 3654: loss 4.5389, time 116.11ms, mfu 0.80%
iter 3655: loss 4.9120, time 114.57ms, mfu 0.80%
iter 3656: loss 4.9204, time 115.95ms, mfu 0.80%
iter 3657: loss 4.2024, time 113.97ms, mfu 0.80%
iter 3658: loss 4.3539, time 111.12ms, mfu 0.80%
iter 3659: loss 4.5639, time 116.32ms, mfu 0.80%
iter 3660: loss 4.8439, time 111.62ms, mfu 0.80%
iter 3661: loss 4.8107, time 112.17ms, mfu 0.80%
iter 3662: loss 4.6486, time 110.21ms, mfu 0.81%
iter 3663: loss 4.1736, time 112.92ms, mfu 0.81%
iter 3664: loss 4.6977, time 114.57ms, mfu 0.81%
iter 3665: loss 4.9015, time 116.77ms, mfu 0.80%
iter 3666: loss 4.4287, time 114.11ms, mfu 0.80%
iter 3667: loss 4.9795, time 114.78ms, mfu 0.80%
iter 3668: loss 4.6795, time 116.13ms, mfu 0.80%
iter 3669: loss 5.0471, time 111.43ms, mfu 0.80%
iter 3670: loss 4.4808, time 114.58ms, mfu 0.80%
iter 3671: loss 4.8583, time 115.92ms, mfu 0.80%
iter 3672: loss 5.1947, time 113.87ms, mfu 0.80%
iter 3673: loss 4.5369, time 115.79ms, mfu 0.80%
iter 3674: loss 4.7645, time 115.46ms, mfu 0.80%
iter 3675: loss 4.9277, time 112.89ms, mfu 0.80%
iter 3676: loss 4.0812, time 115.96ms, mfu 0.80%
iter 3677: loss 4.2193, time 113.07ms, mfu 0.80%
iter 3678: loss 4.4676, time 110.69ms, mfu 0.80%
iter 3679: loss 4.7298, time 114.06ms, mfu 0.80%
iter 3680: loss 4.9333, time 113.63ms, mfu 0.80%
iter 3681: loss 4.2886, time 116.72ms, mfu 0.80%
iter 3682: loss 4.4940, time 115.92ms, mfu 0.80%
iter 3683: loss 4.6495, time 111.03ms, mfu 0.80%
iter 3684: loss 4.6077, time 116.34ms, mfu 0.80%
iter 3685: loss 4.7750, time 113.63ms, mfu 0.80%
iter 3686: loss 4.7425, time 115.88ms, mfu 0.80%
iter 3687: loss 4.8242, time 112.22ms, mfu 0.80%
iter 3688: loss 4.9065, time 114.42ms, mfu 0.80%
iter 3689: loss 4.6290, time 114.71ms, mfu 0.80%
iter 3690: loss 4.8155, time 116.10ms, mfu 0.80%
iter 3691: loss 5.2559, time 112.29ms, mfu 0.80%
